Mês,Dia,mean,max,Ano
Jan.,20,0.0,0.0,2001
Jan.,21,0.0,0.0,2001
Jan.,22,2.4916666666666667,11.0,2001
Jan.,23,0.6166666666666666,3.8,2001
Jan.,24,0.0,0.0,2001
Jan.,25,0.0,0.0,2001
Jan.,26,0.16666666666666666,2.0,2001
Jan.,27,0.0,0.0,2001
Jan.,28,0.0,0.0,2001
Jan.,29,0.0,0.0,2001
Jan.,30,0.0,0.0,2001
Jan.,31,0.0,0.0,2001
Fev.,1,0.0,0.0,2001
Fev.,2,2.8333333333333335,12.1,2001
Fev.,3,0.4166666666666667,5.0,2001
Fev.,4,0.0,0.0,2001
Fev.,5,0.9833333333333334,6.0,2001
Fev.,6,0.0,0.0,2001
Fev.,7,0.0,0.0,2001
Fev.,8,0.0,0.0,2001
Fev.,9,0.18333333333333335,2.2,2001
Fev.,10,0.5916666666666667,5.0,2001
Fev.,11,3.975,18.4,2001
Fev.,12,0.5750000000000001,6.9,2001
Fev.,13,0.9083333333333333,6.2,2001
Fev.,14,0.0,0.0,2001
Fev.,15,0.0,0.0,2001
Fev.,16,0.0,0.0,2001
Fev.,17,0.08333333333333333,1.0,2001
Fev.,18,0.625,6.0,2001
Fev.,19,0.0,0.0,2001
Fev.,20,2.225,19.7,2001
Fev.,21,0.7416666666666667,5.2,2001
Fev.,22,0.0,0.0,2001
Fev.,23,0.9333333333333332,7.0,2001
Fev.,24,0.09999999999999999,1.2,2001
Fev.,25,3.641666666666667,22.5,2001
Fev.,26,2.3000000000000003,10.4,2001
Fev.,27,1.2166666666666668,8.8,2001
Fev.,28,0.3333333333333333,4.0,2001
Mar.,1,3.9916666666666667,16.5,2001
Mar.,2,0.0,0.0,2001
Mar.,3,0.0,0.0,2001
Mar.,4,0.0,0.0,2001
Mar.,5,4.583333333333333,34.0,2001
Mar.,6,0.85,10.2,2001
Mar.,7,0.125,1.5,2001
Mar.,8,0.10833333333333334,1.3,2001
Mar.,9,2.6999999999999997,31.0,2001
Mar.,10,1.0,9.0,2001
Mar.,11,0.11666666666666665,1.4,2001
Mar.,12,3.9333333333333336,22.2,2001
Mar.,13,7.991666666666667,34.0,2001
Mar.,14,0.8333333333333334,7.0,2001
Mar.,15,2.4,13.8,2001
Mar.,16,0.049999999999999996,0.6,2001
Mar.,17,0.0,0.0,2001
Mar.,18,0.0,0.0,2001
Mar.,19,0.08333333333333333,1.0,2001
Mar.,20,1.7999999999999998,14.0,2001
Mar.,21,0.0,0.0,2001
Mar.,22,1.5333333333333332,9.2,2001
Mar.,23,1.3083333333333333,12.0,2001
Mar.,24,0.8083333333333332,9.2,2001
Mar.,25,5.833333333333333,25.2,2001
Mar.,26,1.2666666666666666,8.0,2001
Mar.,27,0.21666666666666667,2.6,2001
Mar.,28,3.141666666666667,14.1,2001
Mar.,29,16.133333333333333,55.8,2001
Mar.,30,0.8666666666666667,4.0,2001
Mar.,31,0.0,0.0,2001
Abr.,1,14.299999999999999,50.0,2001
Abr.,2,3.6999999999999997,11.6,2001
Abr.,3,13.975,42.0,2001
Abr.,4,15.183333333333335,57.0,2001
Abr.,5,4.758333333333333,17.2,2001
Abr.,6,1.2,8.0,2001
Abr.,7,16.866666666666667,62.4,2001
Abr.,8,7.125,30.0,2001
Abr.,9,7.05,25.7,2001
Abr.,10,12.691666666666668,40.0,2001
Abr.,11,43.36666666666667,124.2,2001
Abr.,12,0.375,4.2,2001
Abr.,13,1.25,15.0,2001
Abr.,14,21.058333333333334,100.0,2001
Abr.,15,9.583333333333334,33.5,2001
Abr.,16,8.775,33.4,2001
Abr.,17,0.48333333333333334,3.4,2001
Abr.,18,0.6416666666666666,3.1,2001
Abr.,19,31.90833333333333,134.0,2001
Abr.,20,28.11666666666667,102.4,2001
Abr.,21,16.95,57.8,2001
Abr.,22,16.2,54.0,2001
Abr.,23,0.17500000000000002,2.1,2001
Abr.,24,0.0,0.0,2001
Abr.,25,3.1833333333333336,19.0,2001
Abr.,26,0.024999999999999998,0.3,2001
Abr.,27,2.558333333333333,9.5,2001
Abr.,28,23.150000000000002,82.0,2001
Abr.,29,10.441666666666666,50.0,2001
Abr.,30,11.924999999999999,47.1,2001
Mai.,1,0.0,0.0,2001
Mai.,2,0.19999999999999998,2.4,2001
Mai.,3,0.0,0.0,2001
Mai.,4,0.0,0.0,2001
Mai.,5,0.16666666666666666,2.0,2001
Mai.,6,0.0,0.0,2001
Mai.,7,2.5749999999999997,23.0,2001
Mai.,8,0.0,0.0,2001
Mai.,9,0.0,0.0,2001
Mai.,10,0.0,0.0,2001
Mai.,11,0.0,0.0,2001
Mai.,12,0.0,0.0,2001
Mai.,13,0.0,0.0,2001
Mai.,14,0.0,0.0,2001
Mai.,15,0.0,0.0,2001
Mai.,16,0.08333333333333333,1.0,2001
Mai.,17,0.0,0.0,2001
Mai.,18,0.0,0.0,2001
Mai.,19,0.0,0.0,2001
Mai.,20,0.0,0.0,2001
Mai.,21,0.0,0.0,2001
Mai.,22,2.2666666666666666,11.0,2001
Mai.,23,0.0,0.0,2001
Mai.,24,5.208333333333333,28.0,2001
Mai.,25,8.266666666666667,33.0,2001
Mai.,26,4.325,35.0,2001
Mai.,27,0.0,0.0,2001
Mai.,28,0.19166666666666665,1.4,2001
Mai.,29,0.0,0.0,2001
Mai.,30,0.4166666666666667,4.8,2001
Mai.,31,1.75,11.0,2001
Jun.,1,1.925,10.0,2001
Jun.,2,5.616666666666667,27.2,2001
Jun.,3,0.016666666666666666,0.2,2001
Jun.,4,7.1499999999999995,22.8,2001
Jun.,5,19.8,91.6,2001
Jun.,6,0.6166666666666667,5.0,2001
Jun.,7,1.1666666666666667,14.0,2001
Jun.,8,1.8666666666666665,18.0,2001
Jun.,9,1.6916666666666667,15.1,2001
Jun.,10,0.0,0.0,2001
Jun.,11,0.0,0.0,2001
Jun.,12,0.7916666666666666,5.1,2001
Jun.,13,0.0,0.0,2001
Jun.,14,0.5166666666666667,6.0,2001
Jun.,15,0.75,6.0,2001
Jun.,16,0.0,0.0,2001
Jun.,17,0.0,0.0,2001
Jun.,18,0.0,0.0,2001
Jun.,19,0.0,0.0,2001
Jun.,20,0.0,0.0,2001
Jun.,21,0.0,0.0,2001
Jun.,22,0.0,0.0,2001
Jun.,23,6.241666666666667,30.0,2001
Jun.,24,0.0,0.0,2001
Jun.,25,0.39999999999999997,4.8,2001
Jun.,26,0.0,0.0,2001
Jun.,27,0.0,0.0,2001
Jun.,28,1.1666666666666667,10.0,2001
Jun.,29,0.0,0.0,2001
Jun.,30,0.0,0.0,2001
Jul.,1,4.783333333333333,39.8,2001
Jul.,2,0.0,0.0,2001
Jul.,3,0.0,0.0,2001
Jul.,4,5.533333333333334,35.0,2001
Jul.,5,0.0,0.0,2001
Jul.,6,0.0,0.0,2001
Jul.,7,0.0,0.0,2001
Jul.,8,0.0,0.0,2001
Jul.,9,0.0,0.0,2001
Jul.,10,0.0,0.0,2001
Jul.,11,0.0,0.0,2001
Jul.,12,0.0,0.0,2001
Jul.,13,0.8166666666666668,6.8,2001
Jul.,14,0.0,0.0,2001
Jul.,15,0.0,0.0,2001
Jul.,16,0.0,0.0,2001
Jul.,17,0.0,0.0,2001
Jul.,18,0.0,0.0,2001
Jul.,19,0.0,0.0,2001
Jul.,20,0.0,0.0,2001
Jul.,21,3.266666666666667,19.2,2001
Jul.,22,0.0,0.0,2001
Jul.,23,0.3333333333333333,4.0,2001
Jul.,24,0.0,0.0,2001
Jul.,25,0.0,0.0,2001
Jul.,26,0.0,0.0,2001
Jul.,27,0.0,0.0,2001
Jul.,28,0.0,0.0,2001
Jul.,29,0.0,0.0,2001
Jul.,30,0.0,0.0,2001
Jul.,31,0.0,0.0,2001
Ago.,1,0.0,0.0,2001
Ago.,2,0.0,0.0,2001
Ago.,3,0.0,0.0,2001
Ago.,4,0.0,0.0,2001
Ago.,5,0.0,0.0,2001
Ago.,6,0.0,0.0,2001
Ago.,7,0.0,0.0,2001
Ago.,8,0.0,0.0,2001
Ago.,9,0.0,0.0,2001
Ago.,10,0.0,0.0,2001
Ago.,11,0.0,0.0,2001
Ago.,12,0.0,0.0,2001
Ago.,13,0.0,0.0,2001
Ago.,14,0.0,0.0,2001
Ago.,15,0.0,0.0,2001
Ago.,16,0.0,0.0,2001
Ago.,17,0.0,0.0,2001
Ago.,18,0.0,0.0,2001
Ago.,19,0.0,0.0,2001
Ago.,20,0.0,0.0,2001
Ago.,21,0.0,0.0,2001
Ago.,22,0.0,0.0,2001
Ago.,23,0.0,0.0,2001
Ago.,24,0.0,0.0,2001
Ago.,25,0.0,0.0,2001
Ago.,26,0.0,0.0,2001
Ago.,27,0.0,0.0,2001
Ago.,28,0.0,0.0,2001
Ago.,29,0.0,0.0,2001
Ago.,30,0.0,0.0,2001
Ago.,31,0.0,0.0,2001
Set.,1,0.0,0.0,2001
Set.,2,0.0,0.0,2001
Set.,3,0.0,0.0,2001
Set.,4,0.0,0.0,2001
Set.,5,0.0,0.0,2001
Set.,6,0.0,0.0,2001
Set.,7,0.0,0.0,2001
Set.,8,0.0,0.0,2001
Set.,9,0.0,0.0,2001
Set.,10,0.0,0.0,2001
Set.,11,0.0,0.0,2001
Set.,12,0.0,0.0,2001
Set.,13,0.0,0.0,2001
Set.,14,0.0,0.0,2001
Set.,15,0.0,0.0,2001
Set.,16,0.0,0.0,2001
Set.,17,0.0,0.0,2001
Set.,18,0.0,0.0,2001
Set.,19,0.0,0.0,2001
Set.,20,0.0,0.0,2001
Set.,21,0.0,0.0,2001
Set.,22,0.0,0.0,2001
Set.,23,0.0,0.0,2001
Set.,24,0.0,0.0,2001
Set.,25,0.39999999999999997,4.0,2001
Set.,26,0.6666666666666666,8.0,2001
Set.,27,0.0,0.0,2001
Set.,28,0.0,0.0,2001
Set.,29,0.0,0.0,2001
Set.,30,0.0,0.0,2001
Out.,1,0.0,0.0,2001
Out.,2,0.0,0.0,2001
Out.,3,0.0,0.0,2001
Out.,4,0.0,0.0,2001
Out.,5,0.0,0.0,2001
Out.,6,0.08333333333333333,1.0,2001
Out.,7,0.0,0.0,2001
Out.,8,0.0,0.0,2001
Out.,9,0.0,0.0,2001
Out.,10,0.0,0.0,2001
Out.,11,0.48333333333333334,5.8,2001
Out.,12,0.0,0.0,2001
Out.,13,0.0,0.0,2001
Out.,14,0.0,0.0,2001
Out.,15,0.0,0.0,2001
Out.,16,0.0,0.0,2001
Out.,17,0.0,0.0,2001
Out.,18,0.0,0.0,2001
Out.,19,0.0,0.0,2001
Out.,20,0.0,0.0,2001
Out.,21,0.0,0.0,2001
Out.,22,0.0,0.0,2001
Out.,23,0.0,0.0,2001
Out.,24,0.0,0.0,2001
Out.,25,0.016666666666666666,0.2,2001
Out.,26,0.0,0.0,2001
Out.,27,0.0,0.0,2001
Out.,28,0.016666666666666666,0.2,2001
Out.,29,0.0,0.0,2001
Out.,30,0.0,0.0,2001
Out.,31,0.0,0.0,2001
Nov.,1,0.0,0.0,2001
Nov.,2,0.0,0.0,2001
Nov.,3,0.0,0.0,2001
Nov.,4,0.0,0.0,2001
Nov.,5,0.0,0.0,2001
Nov.,6,0.0,0.0,2001
Nov.,7,0.08333333333333333,1.0,2001
Nov.,8,0.049999999999999996,0.6,2001
Nov.,9,0.0,0.0,2001
Nov.,10,0.0,0.0,2001
Nov.,11,0.0,0.0,2001
Nov.,12,0.0,0.0,2001
Nov.,13,0.0,0.0,2001
Nov.,14,0.0,0.0,2001
Nov.,15,0.0,0.0,2001
Nov.,16,0.0,0.0,2001
Nov.,17,0.0,0.0,2001
Nov.,18,0.0,0.0,2001
Nov.,19,0.0,0.0,2001
Nov.,20,0.0,0.0,2001
Nov.,21,0.0,0.0,2001
Nov.,22,0.0,0.0,2001
Nov.,23,0.0,0.0,2001
Nov.,24,0.0,0.0,2001
Nov.,25,0.0,0.0,2001
Nov.,26,1.5833333333333333,8.2,2001
Nov.,27,0.48333333333333334,5.8,2001
Nov.,28,0.13333333333333333,1.0,2001
Nov.,29,0.0,0.0,2001
Nov.,30,0.0,0.0,2001
Dez.,1,0.06666666666666667,0.8,2001
Dez.,2,0.06666666666666667,0.8,2001
Dez.,3,0.25,2.0,2001
Dez.,4,0.0,0.0,2001
Dez.,5,0.0,0.0,2001
Dez.,6,0.0,0.0,2001
Dez.,7,0.11666666666666665,1.0,2001
Dez.,8,0.35000000000000003,3.0,2001
Dez.,9,6.158333333333334,43.0,2001
Dez.,10,0.0,0.0,2001
Dez.,11,0.041666666666666664,0.5,2001
Dez.,12,0.0,0.0,2001
Dez.,13,0.0,0.0,2001
Dez.,14,1.2666666666666668,8.8,2001
Dez.,15,0.17500000000000002,1.0,2001
Dez.,16,0.9500000000000001,5.0,2001
Dez.,17,2.25,22.2,2001
Dez.,18,0.0,0.0,2001
Dez.,19,0.0,0.0,2001
Dez.,20,0.0,0.0,2001
Dez.,21,0.0,0.0,2001
Dez.,22,0.0,0.0,2001
Dez.,23,0.0,0.0,2001
Dez.,24,0.0,0.0,2001
Dez.,25,0.0,0.0,2001
Dez.,26,0.0,0.0,2001
Dez.,27,0.016666666666666666,0.2,2001
Dez.,28,0.0,0.0,2001
Dez.,29,0.0,0.0,2001
Dez.,30,0.3416666666666666,3.0,2001
Dez.,31,0.0,0.0,2001
Jan.,1,0.0,0.0,2002
Jan.,2,0.0,0.0,2002
Jan.,3,0.0,0.0,2002
Jan.,4,0.25,3.0,2002
Jan.,5,0.0,0.0,2002
Jan.,6,0.08333333333333333,1.0,2002
Jan.,7,7.241666666666667,30.0,2002
Jan.,8,16.791666666666668,50.0,2002
Jan.,9,7.016666666666667,32.0,2002
Jan.,10,5.741666666666667,45.8,2002
Jan.,11,11.85,93.4,2002
Jan.,12,3.875,22.4,2002
Jan.,13,0.8833333333333333,4.0,2002
Jan.,14,3.6999999999999997,43.6,2002
Jan.,15,0.5499999999999999,3.6,2002
Jan.,16,3.875,42.2,2002
Jan.,17,0.6,6.0,2002
Jan.,18,34.0,110.0,2002
Jan.,19,3.9416666666666664,36.8,2002
Jan.,20,10.883333333333333,130.6,2002
Jan.,21,8.258333333333333,50.3,2002
Jan.,22,17.333333333333332,59.0,2002
Jan.,23,0.45,5.4,2002
Jan.,24,0.016666666666666666,0.2,2002
Jan.,25,1.5166666666666666,15.4,2002
Jan.,26,6.166666666666667,37.0,2002
Jan.,27,1.075,6.0,2002
Jan.,28,8.950000000000001,31.0,2002
Jan.,29,4.708333333333333,42.0,2002
Jan.,30,0.20833333333333334,2.0,2002
Jan.,31,2.9166666666666665,18.0,2002
Fev.,1,1.8166666666666667,18.0,2002
Fev.,2,1.1083333333333334,9.0,2002
Fev.,3,0.9583333333333334,5.7,2002
Fev.,4,0.0,0.0,2002
Fev.,5,0.3,3.2,2002
Fev.,6,0.05000000000000001,0.4,2002
Fev.,7,4.95,17.6,2002
Fev.,8,0.0,0.0,2002
Fev.,9,0.016666666666666666,0.2,2002
Fev.,10,1.6416666666666666,10.0,2002
Fev.,11,0.041666666666666664,0.5,2002
Fev.,12,0.09999999999999999,1.0,2002
Fev.,13,0.08333333333333333,1.0,2002
Fev.,14,2.566666666666667,11.2,2002
Fev.,15,18.333333333333332,80.0,2002
Fev.,16,1.55,12.0,2002
Fev.,17,0.08333333333333333,1.0,2002
Fev.,18,0.15833333333333335,1.8,2002
Fev.,19,1.0999999999999999,9.0,2002
Fev.,20,0.0,0.0,2002
Fev.,21,0.016666666666666666,0.2,2002
Fev.,22,0.0,0.0,2002
Fev.,23,0.0,0.0,2002
Fev.,24,0.0,0.0,2002
Fev.,25,0.0,0.0,2002
Fev.,26,0.0,0.0,2002
Fev.,27,0.041666666666666664,0.5,2002
Fev.,28,0.0,0.0,2002
Mar.,1,0.0,0.0,2002
Mar.,2,6.175,19.0,2002
Mar.,3,13.133333333333333,54.0,2002
Mar.,4,5.908333333333334,17.4,2002
Mar.,5,4.683333333333334,15.0,2002
Mar.,6,1.0999999999999999,10.0,2002
Mar.,7,0.8166666666666668,4.3,2002
Mar.,8,6.683333333333334,17.0,2002
Mar.,9,21.833333333333332,62.4,2002
Mar.,10,0.8833333333333334,5.3,2002
Mar.,11,0.9500000000000001,5.0,2002
Mar.,12,1.0666666666666667,9.2,2002
Mar.,13,0.0,0.0,2002
Mar.,14,0.575,6.6,2002
Mar.,15,0.4583333333333333,5.0,2002
Mar.,16,0.4166666666666667,3.0,2002
Mar.,17,0.16666666666666666,2.0,2002
Mar.,18,4.658333333333333,13.0,2002
Mar.,19,7.633333333333333,29.0,2002
Mar.,20,7.75,30.2,2002
Mar.,21,0.18333333333333335,2.0,2002
Mar.,22,0.0,0.0,2002
Mar.,23,23.258333333333336,74.0,2002
Mar.,24,8.208333333333334,36.0,2002
Mar.,25,1.9166666666666667,15.6,2002
Mar.,26,0.8833333333333334,5.4,2002
Mar.,27,9.408333333333333,29.0,2002
Mar.,28,3.866666666666667,19.0,2002
Mar.,29,2.466666666666667,13.0,2002
Mar.,30,0.024999999999999998,0.3,2002
Mar.,31,1.5666666666666667,15.0,2002
Abr.,1,0.8333333333333334,4.0,2002
Abr.,2,0.008333333333333333,0.1,2002
Abr.,3,18.658333333333335,56.4,2002
Abr.,4,20.058333333333334,56.3,2002
Abr.,5,10.416666666666666,38.0,2002
Abr.,6,8.708333333333334,37.4,2002
Abr.,7,0.27499999999999997,2.0,2002
Abr.,8,15.008333333333333,72.0,2002
Abr.,9,4.1499999999999995,23.4,2002
Abr.,10,21.34166666666667,75.1,2002
Abr.,11,34.06666666666667,103.0,2002
Abr.,12,2.316666666666667,9.3,2002
Abr.,13,0.65,4.0,2002
Abr.,14,0.8166666666666665,7.1,2002
Abr.,15,11.216666666666669,49.4,2002
Abr.,16,0.30000000000000004,2.2,2002
Abr.,17,0.03333333333333333,0.4,2002
Abr.,18,0.008333333333333333,0.1,2002
Abr.,19,0.0,0.0,2002
Abr.,20,0.19999999999999998,1.4,2002
Abr.,21,2.058333333333333,14.0,2002
Abr.,22,0.11666666666666665,1.0,2002
Abr.,23,14.0,44.6,2002
Abr.,24,0.0,0.0,2002
Abr.,25,1.3083333333333333,6.3,2002
Abr.,26,9.241666666666667,28.0,2002
Abr.,27,7.3999999999999995,29.3,2002
Abr.,28,0.8333333333333334,10.0,2002
Abr.,29,37.975,116.0,2002
Abr.,30,2.5083333333333333,9.0,2002
Mai.,1,7.258333333333333,35.6,2002
Mai.,2,6.183333333333333,20.9,2002
Mai.,3,0.0,0.0,2002
Mai.,4,0.008333333333333333,0.1,2002
Mai.,5,0.3,3.4,2002
Mai.,6,3.533333333333333,21.0,2002
Mai.,7,4.925,33.0,2002
Mai.,8,1.4749999999999999,12.4,2002
Mai.,9,0.0,0.0,2002
Mai.,10,0.4166666666666667,5.0,2002
Mai.,11,5.875,33.0,2002
Mai.,12,1.6833333333333333,12.4,2002
Mai.,13,0.0,0.0,2002
Mai.,14,0.0,0.0,2002
Mai.,15,0.0,0.0,2002
Mai.,16,1.6500000000000001,16.0,2002
Mai.,17,0.0,0.0,2002
Mai.,18,0.016666666666666666,0.2,2002
Mai.,19,0.0,0.0,2002
Mai.,20,0.0,0.0,2002
Mai.,21,0.0,0.0,2002
Mai.,22,7.0249999999999995,25.0,2002
Mai.,23,3.3000000000000003,25.0,2002
Mai.,24,2.6,7.6,2002
Mai.,25,3.6999999999999997,20.0,2002
Mai.,26,3.4916666666666667,17.0,2002
Mai.,27,16.208333333333332,57.6,2002
Mai.,28,0.65,7.4,2002
Mai.,29,0.5916666666666667,5.0,2002
Mai.,30,2.033333333333333,11.0,2002
Mai.,31,0.0,0.0,2002
Jun.,1,2.875,14.5,2002
Jun.,2,9.933333333333334,43.0,2002
Jun.,3,0.0,0.0,2002
Jun.,4,0.06666666666666667,0.8,2002
Jun.,5,0.0,0.0,2002
Jun.,6,0.525,4.3,2002
Jun.,7,6.216666666666666,20.0,2002
Jun.,8,1.2,7.0,2002
Jun.,9,4.5249999999999995,16.0,2002
Jun.,10,4.841666666666666,44.8,2002
Jun.,11,0.6916666666666668,5.2,2002
Jun.,12,1.4833333333333334,8.4,2002
Jun.,13,9.025,40.0,2002
Jun.,14,4.6499999999999995,18.6,2002
Jun.,15,0.0,0.0,2002
Jun.,16,10.933333333333332,38.0,2002
Jun.,17,0.3833333333333333,2.6,2002
Jun.,18,0.0,0.0,2002
Jun.,19,4.066666666666666,15.6,2002
Jun.,20,7.233333333333333,23.0,2002
Jun.,21,0.1416666666666667,1.1,2002
Jun.,22,0.0,0.0,2002
Jun.,23,0.0,0.0,2002
Jun.,24,0.0,0.0,2002
Jun.,25,0.0,0.0,2002
Jun.,26,4.0,20.0,2002
Jun.,27,1.75,8.0,2002
Jun.,28,0.09166666666666667,1.0,2002
Jun.,29,0.0,0.0,2002
Jun.,30,0.0,0.0,2002
Jul.,1,9.233333333333334,28.2,2002
Jul.,2,2.1750000000000003,10.4,2002
Jul.,3,0.0,0.0,2002
Jul.,4,6.491666666666667,28.0,2002
Jul.,5,0.0,0.0,2002
Jul.,6,0.0,0.0,2002
Jul.,7,0.0,0.0,2002
Jul.,8,0.0,0.0,2002
Jul.,9,0.016666666666666666,0.2,2002
Jul.,10,19.7,63.4,2002
Jul.,11,6.408333333333332,28.2,2002
Jul.,12,0.4583333333333333,3.0,2002
Jul.,13,0.0,0.0,2002
Jul.,14,0.0,0.0,2002
Jul.,15,0.0,0.0,2002
Jul.,16,0.4166666666666667,5.0,2002
Jul.,17,0.0,0.0,2002
Jul.,18,0.0,0.0,2002
Jul.,19,0.0,0.0,2002
Jul.,20,0.0,0.0,2002
Jul.,21,0.0,0.0,2002
Jul.,22,0.0,0.0,2002
Jul.,23,0.0,0.0,2002
Jul.,24,0.0,0.0,2002
Jul.,25,2.9499999999999997,10.3,2002
Jul.,26,0.45,5.4,2002
Jul.,27,1.4166666666666667,5.0,2002
Jul.,28,0.6583333333333333,3.2,2002
Jul.,29,0.0,0.0,2002
Jul.,30,0.0,0.0,2002
Jul.,31,0.6666666666666666,6.0,2002
Ago.,1,0.0,0.0,2002
Ago.,2,0.0,0.0,2002
Ago.,3,0.0,0.0,2002
Ago.,4,0.0,0.0,2002
Ago.,5,0.0,0.0,2002
Ago.,6,0.0,0.0,2002
Ago.,7,0.0,0.0,2002
Ago.,8,0.0,0.0,2002
Ago.,9,0.0,0.0,2002
Ago.,10,0.0,0.0,2002
Ago.,11,0.016666666666666666,0.2,2002
Ago.,12,0.0,0.0,2002
Ago.,13,0.0,0.0,2002
Ago.,14,0.016666666666666666,0.2,2002
Ago.,15,0.0,0.0,2002
Ago.,16,1.0833333333333333,13.0,2002
Ago.,17,0.26666666666666666,3.2,2002
Ago.,18,0.0,0.0,2002
Ago.,19,0.0,0.0,2002
Ago.,20,0.0,0.0,2002
Ago.,21,0.0,0.0,2002
Ago.,22,0.0,0.0,2002
Ago.,23,0.0,0.0,2002
Ago.,24,0.06666666666666667,0.8,2002
Ago.,25,0.0,0.0,2002
Ago.,26,0.0,0.0,2002
Ago.,27,0.0,0.0,2002
Ago.,28,0.0,0.0,2002
Ago.,29,0.0,0.0,2002
Ago.,30,0.0,0.0,2002
Ago.,31,0.0,0.0,2002
Set.,1,0.11666666666666665,1.4,2002
Set.,2,0.0,0.0,2002
Set.,3,0.0,0.0,2002
Set.,4,0.125,1.5,2002
Set.,5,0.0,0.0,2002
Set.,6,0.0,0.0,2002
Set.,7,0.041666666666666664,0.5,2002
Set.,8,0.0,0.0,2002
Set.,9,0.0,0.0,2002
Set.,10,0.0,0.0,2002
Set.,11,0.0,0.0,2002
Set.,12,0.0,0.0,2002
Set.,13,0.0,0.0,2002
Set.,14,0.0,0.0,2002
Set.,15,0.3666666666666667,4.4,2002
Set.,16,0.016666666666666666,0.2,2002
Set.,17,0.0,0.0,2002
Set.,18,0.0,0.0,2002
Set.,19,0.0,0.0,2002
Set.,20,0.0,0.0,2002
Set.,21,0.008333333333333333,0.1,2002
Set.,22,0.0,0.0,2002
Set.,23,0.0,0.0,2002
Set.,24,0.0,0.0,2002
Set.,25,0.0,0.0,2002
Set.,26,0.0,0.0,2002
Set.,27,0.0,0.0,2002
Set.,28,0.0,0.0,2002
Set.,29,0.041666666666666664,0.5,2002
Set.,30,0.041666666666666664,0.5,2002
Out.,1,0.0,0.0,2002
Out.,2,0.0,0.0,2002
Out.,3,0.0,0.0,2002
Out.,4,0.0,0.0,2002
Out.,5,0.041666666666666664,0.5,2002
Out.,6,0.0,0.0,2002
Out.,7,0.0,0.0,2002
Out.,8,1.5416666666666667,10.3,2002
Out.,9,0.03333333333333333,0.4,2002
Out.,10,0.0,0.0,2002
Out.,11,0.016666666666666666,0.2,2002
Out.,12,0.0,0.0,2002
Out.,13,0.049999999999999996,0.6,2002
Out.,14,0.0,0.0,2002
Out.,15,1.8,13.8,2002
Out.,16,1.8416666666666668,22.1,2002
Out.,17,0.024999999999999998,0.3,2002
Out.,18,0.0,0.0,2002
Out.,19,0.0,0.0,2002
Out.,20,0.0,0.0,2002
Out.,21,0.0,0.0,2002
Out.,22,0.0,0.0,2002
Out.,23,0.0,0.0,2002
Out.,24,0.0,0.0,2002
Out.,25,0.0,0.0,2002
Out.,26,0.0,0.0,2002
Out.,27,0.0,0.0,2002
Out.,28,0.0,0.0,2002
Out.,29,0.016666666666666666,0.2,2002
Out.,30,0.0,0.0,2002
Out.,31,0.0,0.0,2002
Nov.,1,0.0,0.0,2002
Nov.,2,0.0,0.0,2002
Nov.,3,0.0,0.0,2002
Nov.,4,0.0,0.0,2002
Nov.,5,0.016666666666666666,0.2,2002
Nov.,6,0.0,0.0,2002
Nov.,7,0.0,0.0,2002
Nov.,8,0.0,0.0,2002
Nov.,9,0.0,0.0,2002
Nov.,10,0.0,0.0,2002
Nov.,11,0.15833333333333333,1.9,2002
Nov.,12,0.0,0.0,2002
Nov.,13,1.0833333333333333,7.4,2002
Nov.,14,0.041666666666666664,0.5,2002
Nov.,15,0.0,0.0,2002
Nov.,16,0.016666666666666666,0.2,2002
Nov.,17,0.08333333333333333,1.0,2002
Nov.,18,0.0,0.0,2002
Nov.,19,0.0,0.0,2002
Nov.,20,0.0,0.0,2002
Nov.,21,0.0,0.0,2002
Nov.,22,0.024999999999999998,0.3,2002
Nov.,23,0.0,0.0,2002
Nov.,24,0.0,0.0,2002
Nov.,25,0.06666666666666667,0.8,2002
Nov.,26,0.10833333333333334,1.3,2002
Nov.,27,0.7666666666666666,5.4,2002
Nov.,28,0.024999999999999998,0.3,2002
Nov.,29,0.0,0.0,2002
Nov.,30,0.20833333333333334,2.5,2002
Dez.,1,0.024999999999999998,0.3,2002
Dez.,2,0.0,0.0,2002
Dez.,3,0.024999999999999998,0.3,2002
Dez.,4,0.3499999999999999,4.1,2002
Dez.,5,0.0,0.0,2002
Dez.,6,0.0,0.0,2002
Dez.,7,0.0,0.0,2002
Dez.,8,0.049999999999999996,0.6,2002
Dez.,9,0.0,0.0,2002
Dez.,10,0.15,1.8,2002
Dez.,11,0.0,0.0,2002
Dez.,12,0.0,0.0,2002
Dez.,13,0.0,0.0,2002
Dez.,14,0.0,0.0,2002
Dez.,15,0.0,0.0,2002
Dez.,16,0.0,0.0,2002
Dez.,17,0.0,0.0,2002
Dez.,18,0.0,0.0,2002
Dez.,19,0.0,0.0,2002
Dez.,20,0.0,0.0,2002
Dez.,21,0.0,0.0,2002
Dez.,22,0.0,0.0,2002
Dez.,23,0.0,0.0,2002
Dez.,24,0.0,0.0,2002
Dez.,25,0.0,0.0,2002
Dez.,26,0.0,0.0,2002
Dez.,27,0.19166666666666668,2.2,2002
Dez.,28,0.0,0.0,2002
Dez.,29,0.09166666666666667,1.1,2002
Dez.,30,0.0,0.0,2002
Dez.,31,0.0,0.0,2002
Jan.,1,0.0,0.0,2003
