Mês,Dia,mean,max,Ano
Jan.,1,6.6833333333333345,25.6,1997-2022
Jan.,2,12.149999999999999,79.0,1997-2022
Jan.,3,12.516666666666666,66.6,1997-2022
Jan.,4,34.49166666666667,132.0,1997-2022
Jan.,5,43.75,135.0,1997-2022
Jan.,6,10.958333333333334,32.3,1997-2022
Jan.,7,17.95,61.0,1997-2022
Jan.,8,21.3,61.0,1997-2022
Jan.,9,22.85833333333333,62.6,1997-2022
Jan.,10,35.74166666666667,128.8,1997-2022
Jan.,11,34.68333333333334,93.4,1997-2022
Jan.,12,11.85,43.8,1997-2022
Jan.,13,14.35,38.4,1997-2022
Jan.,14,23.666666666666668,57.6,1997-2022
Jan.,15,13.741666666666665,44.8,1997-2022
Jan.,16,9.875000000000002,42.2,1997-2022
Jan.,17,8.4,40.0,1997-2022
Jan.,18,40.61666666666667,110.0,1997-2022
Jan.,19,32.68333333333333,105.0,1997-2022
Jan.,20,39.81666666666667,130.6,1997-2022
Jan.,21,37.53333333333334,95.0,1997-2022
Jan.,22,24.575,74.0,1997-2022
Jan.,23,11.325000000000001,33.4,1997-2022
Jan.,24,32.46666666666667,121.9,1997-2022
Jan.,25,42.49999999999999,126.3,1997-2022
Jan.,26,10.450000000000001,37.0,1997-2022
Jan.,27,16.208333333333332,74.0,1997-2022
Jan.,28,34.50833333333333,141.2,1997-2022
Jan.,29,76.25833333333333,250.0,1997-2022
Jan.,30,20.45,45.0,1997-2022
Jan.,31,10.458333333333334,42.8,1997-2022
Fev.,1,22.841666666666665,64.8,1997-2022
Fev.,2,15.008333333333335,66.4,1997-2022
Fev.,3,13.616666666666667,30.0,1997-2022
Fev.,4,23.474999999999998,54.5,1997-2022
Fev.,5,15.908333333333331,46.0,1997-2022
Fev.,6,16.21666666666667,58.0,1997-2022
Fev.,7,11.391666666666666,38.0,1997-2022
Fev.,8,9.025,31.2,1997-2022
Fev.,9,18.925,66.6,1997-2022
Fev.,10,10.991666666666667,39.6,1997-2022
Fev.,11,28.075000000000003,107.8,1997-2022
Fev.,12,11.083333333333334,40.6,1997-2022
Fev.,13,12.000000000000002,33.2,1997-2022
Fev.,14,17.583333333333332,71.0,1997-2022
Fev.,15,26.09166666666667,91.2,1997-2022
Fev.,16,20.616666666666664,62.2,1997-2022
Fev.,17,27.28333333333333,75.0,1997-2022
Fev.,18,23.491666666666664,72.6,1997-2022
Fev.,19,27.325000000000003,93.6,1997-2022
Fev.,20,25.175,78.0,1997-2022
Fev.,21,23.691666666666666,88.0,1997-2022
Fev.,22,12.216666666666667,35.6,1997-2022
Fev.,23,43.408333333333324,91.0,1997-2022
Fev.,24,43.291666666666664,120.3,1997-2022
Fev.,25,23.366666666666664,47.8,1997-2022
Fev.,26,11.616666666666665,33.8,1997-2022
Fev.,27,19.083333333333332,52.0,1997-2022
Fev.,28,19.525000000000002,64.4,1997-2022
Fev.,29,9.091666666666667,34.4,1997-2022
Mar.,1,16.8,45.0,1997-2022
Mar.,2,43.98333333333333,138.0,1997-2022
Mar.,3,20.25,54.0,1997-2022
Mar.,4,20.733333333333334,53.8,1997-2022
Mar.,5,22.975000000000005,55.2,1997-2022
Mar.,6,17.974999999999998,53.2,1997-2022
Mar.,7,61.19166666666667,173.8,1997-2022
Mar.,8,28.041666666666668,85.0,1997-2022
Mar.,9,48.300000000000004,110.0,1997-2022
Mar.,10,48.99166666666667,115.0,1997-2022
Mar.,11,27.966666666666665,81.2,1997-2022
Mar.,12,39.19166666666666,111.2,1997-2022
Mar.,13,31.033333333333335,68.0,1997-2022
Mar.,14,25.183333333333334,69.8,1997-2022
Mar.,15,46.68333333333333,132.3,1997-2022
Mar.,16,23.850000000000005,73.8,1997-2022
Mar.,17,26.183333333333337,79.4,1997-2022
Mar.,18,16.183333333333334,67.8,1997-2022
Mar.,19,54.43333333333333,146.7,1997-2022
Mar.,20,10.866666666666665,30.2,1997-2022
Mar.,21,23.733333333333334,67.8,1997-2022
Mar.,22,22.84166666666667,68.8,1997-2022
Mar.,23,55.875,143.0,1997-2022
Mar.,24,25.400000000000002,56.9,1997-2022
Mar.,25,21.008333333333333,50.0,1997-2022
Mar.,26,52.11666666666667,121.2,1997-2022
Mar.,27,39.658333333333324,197.5,1997-2022
Mar.,28,40.11666666666667,93.8,1997-2022
Mar.,29,56.35833333333333,135.8,1997-2022
Mar.,30,25.15833333333333,61.0,1997-2022
Mar.,31,61.36666666666667,169.0,1997-2022
Abr.,1,33.21666666666667,103.0,1997-2022
Abr.,2,43.875,132.6,1997-2022
Abr.,3,29.075,93.0,1997-2022
Abr.,4,30.458333333333332,83.2,1997-2022
Abr.,5,33.9,74.0,1997-2022
Abr.,6,22.816666666666666,42.8,1997-2022
Abr.,7,36.1,92.0,1997-2022
Abr.,8,44.291666666666664,72.2,1997-2022
Abr.,9,34.20833333333333,108.0,1997-2022
Abr.,10,28.841666666666658,75.1,1997-2022
Abr.,11,55.849999999999994,124.2,1997-2022
Abr.,12,46.01666666666667,137.0,1997-2022
Abr.,13,24.983333333333334,59.0,1997-2022
Abr.,14,35.31666666666667,100.0,1997-2022
Abr.,15,45.69166666666666,148.4,1997-2022
Abr.,16,23.541666666666668,90.8,1997-2022
Abr.,17,40.166666666666664,85.7,1997-2022
Abr.,18,34.083333333333336,70.4,1997-2022
Abr.,19,36.65833333333334,134.0,1997-2022
Abr.,20,34.32500000000001,102.4,1997-2022
Abr.,21,38.550000000000004,91.0,1997-2022
Abr.,22,33.66666666666667,88.4,1997-2022
Abr.,23,53.01666666666667,75.2,1997-2022
Abr.,24,62.81666666666666,162.0,1997-2022
Abr.,25,43.75833333333333,108.9,1997-2022
Abr.,26,33.28333333333334,119.4,1997-2022
Abr.,27,31.633333333333326,97.2,1997-2022
Abr.,28,37.733333333333334,82.0,1997-2022
Abr.,29,52.59166666666667,116.0,1997-2022
Abr.,30,47.616666666666674,136.9,1997-2022
Mai.,1,65.13333333333333,128.2,1997-2022
Mai.,2,28.283333333333335,74.6,1997-2022
Mai.,3,34.175,76.6,1997-2022
Mai.,4,15.933333333333332,45.0,1997-2022
Mai.,5,31.650000000000002,65.7,1997-2022
Mai.,6,43.48333333333334,87.6,1997-2022
Mai.,7,27.275000000000006,86.6,1997-2022
Mai.,8,16.083333333333332,43.6,1997-2022
Mai.,9,30.524999999999995,77.9,1997-2022
Mai.,10,40.80833333333334,134.0,1997-2022
Mai.,11,20.833333333333332,50.4,1997-2022
Mai.,12,35.083333333333336,101.0,1997-2022
Mai.,13,20.366666666666667,68.0,1997-2022
Mai.,14,11.116666666666665,32.0,1997-2022
Mai.,15,23.191666666666666,46.0,1997-2022
Mai.,16,17.15,53.6,1997-2022
Mai.,17,13.516666666666666,41.1,1997-2022
Mai.,18,16.150000000000002,54.4,1997-2022
Mai.,19,18.425,48.0,1997-2022
Mai.,20,20.375,80.0,1997-2022
Mai.,21,26.525000000000002,84.7,1997-2022
Mai.,22,29.358333333333338,91.2,1997-2022
Mai.,23,40.96666666666666,102.6,1997-2022
Mai.,24,11.958333333333336,34.1,1997-2022
Mai.,25,19.658333333333335,57.0,1997-2022
Mai.,26,15.233333333333334,44.2,1997-2022
Mai.,27,20.958333333333332,57.6,1997-2022
Mai.,28,15.558333333333332,47.0,1997-2022
Mai.,29,10.433333333333334,29.0,1997-2022
Mai.,30,23.683333333333334,61.0,1997-2022
Mai.,31,23.78333333333333,87.0,1997-2022
Jun.,1,25.933333333333334,94.8,1997-2022
Jun.,2,13.200000000000001,43.0,1997-2022
Jun.,3,8.700000000000001,34.0,1997-2022
Jun.,4,20.441666666666666,73.0,1997-2022
Jun.,5,32.85833333333333,95.0,1997-2022
Jun.,6,22.083333333333332,55.4,1997-2022
Jun.,7,9.15,26.4,1997-2022
Jun.,8,13.933333333333335,39.4,1997-2022
Jun.,9,19.033333333333335,44.2,1997-2022
Jun.,10,7.133333333333333,44.8,1997-2022
Jun.,11,10.025,28.4,1997-2022
Jun.,12,22.95,96.8,1997-2022
Jun.,13,12.308333333333332,40.0,1997-2022
Jun.,14,30.916666666666668,92.0,1997-2022
Jun.,15,8.125,22.0,1997-2022
Jun.,16,41.53333333333333,119.0,1997-2022
Jun.,17,12.875,30.1,1997-2022
Jun.,18,14.799999999999999,61.4,1997-2022
Jun.,19,17.116666666666664,53.0,1997-2022
Jun.,20,10.883333333333333,31.0,1997-2022
Jun.,21,9.216666666666667,23.2,1997-2022
Jun.,22,38.80833333333333,95.0,1997-2022
Jun.,23,53.975,197.6,1997-2022
Jun.,24,23.191666666666666,77.2,1997-2022
Jun.,25,22.108333333333334,76.5,1997-2022
Jun.,26,8.408333333333333,20.0,1997-2022
Jun.,27,7.991666666666667,27.0,1997-2022
Jun.,28,31.75833333333333,83.2,1997-2022
Jun.,29,4.883333333333334,18.6,1997-2022
Jun.,30,10.933333333333332,50.0,1997-2022
Jul.,1,11.166666666666666,39.8,1997-2022
Jul.,2,7.616666666666667,34.6,1997-2022
Jul.,3,10.908333333333333,44.4,1997-2022
Jul.,4,8.700000000000001,35.0,1997-2022
Jul.,5,15.875,65.0,1997-2022
Jul.,6,21.016666666666666,65.0,1997-2022
Jul.,7,36.083333333333336,108.2,1997-2022
Jul.,8,5.766666666666667,22.8,1997-2022
Jul.,9,7.383333333333334,28.0,1997-2022
Jul.,10,19.75,63.4,1997-2022
Jul.,11,12.316666666666668,42.0,1997-2022
Jul.,12,12.891666666666667,46.3,1997-2022
Jul.,13,27.86666666666667,86.0,1997-2022
Jul.,14,1.625,9.4,1997-2022
Jul.,15,6.183333333333334,35.0,1997-2022
Jul.,16,17.183333333333334,77.8,1997-2022
Jul.,17,26.74166666666667,80.0,1997-2022
Jul.,18,8.683333333333334,37.0,1997-2022
Jul.,19,7.558333333333334,37.1,1997-2022
Jul.,20,4.191666666666666,22.0,1997-2022
Jul.,21,16.233333333333334,52.8,1997-2022
Jul.,22,16.958333333333332,73.0,1997-2022
Jul.,23,19.966666666666665,60.3,1997-2022
Jul.,24,7.733333333333333,19.4,1997-2022
Jul.,25,3.8833333333333333,10.3,1997-2022
Jul.,26,1.275,5.4,1997-2022
Jul.,27,3.466666666666667,12.6,1997-2022
Jul.,28,5.233333333333333,24.2,1997-2022
Jul.,29,0.041666666666666664,0.5,1997-2022
Jul.,30,1.8916666666666668,9.9,1997-2022
Jul.,31,5.308333333333334,28.0,1997-2022
Ago.,1,6.008333333333334,26.8,1997-2022
Ago.,2,29.233333333333334,77.0,1997-2022
Ago.,3,4.8500000000000005,23.0,1997-2022
Ago.,4,0.38333333333333336,3.7,1997-2022
Ago.,5,0.575,5.0,1997-2022
Ago.,6,2.783333333333333,13.0,1997-2022
Ago.,7,7.716666666666666,29.0,1997-2022
Ago.,8,3.983333333333333,35.0,1997-2022
Ago.,9,7.583333333333333,34.0,1997-2022
Ago.,10,2.966666666666667,27.0,1997-2022
Ago.,11,5.625,65.0,1997-2022
Ago.,12,4.5,14.4,1997-2022
Ago.,13,0.6416666666666667,4.4,1997-2022
Ago.,14,1.375,6.6,1997-2022
Ago.,15,1.45,5.0,1997-2022
Ago.,16,2.858333333333333,13.0,1997-2022
Ago.,17,5.333333333333333,18.0,1997-2022
Ago.,18,2.358333333333333,13.0,1997-2022
Ago.,19,0.5416666666666666,5.0,1997-2022
Ago.,20,0.049999999999999996,0.6,1997-2022
Ago.,21,2.875,11.2,1997-2022
Ago.,22,3.766666666666667,12.0,1997-2022
Ago.,23,5.9750000000000005,22.0,1997-2022
Ago.,24,1.866666666666667,7.7,1997-2022
Ago.,25,4.883333333333334,19.6,1997-2022
Ago.,26,6.433333333333334,42.6,1997-2022
Ago.,27,3.4250000000000007,18.0,1997-2022
Ago.,28,0.20833333333333334,1.3,1997-2022
Ago.,29,0.2916666666666667,2.0,1997-2022
Ago.,30,2.391666666666667,9.6,1997-2022
Ago.,31,0.49166666666666664,3.8,1997-2022
Set.,1,0.25,1.4,1997-2022
Set.,2,1.0666666666666667,6.8,1997-2022
Set.,3,0.26666666666666666,2.0,1997-2022
Set.,4,2.4,14.4,1997-2022
Set.,5,0.8416666666666667,3.1,1997-2022
Set.,6,1.95,14.0,1997-2022
Set.,7,0.2833333333333333,2.9,1997-2022
Set.,8,0.6583333333333333,2.3,1997-2022
Set.,9,3.216666666666667,11.2,1997-2022
Set.,10,14.575000000000001,46.7,1997-2022
Set.,11,2.841666666666667,11.4,1997-2022
Set.,12,2.45,9.8,1997-2022
Set.,13,9.833333333333334,34.2,1997-2022
Set.,14,3.6750000000000003,20.2,1997-2022
Set.,15,2.2,10.8,1997-2022
Set.,16,2.933333333333333,12.2,1997-2022
Set.,17,1.2833333333333334,5.8,1997-2022
Set.,18,3.0583333333333336,18.0,1997-2022
Set.,19,1.025,4.0,1997-2022
Set.,20,1.1666666666666667,7.0,1997-2022
Set.,21,0.22499999999999998,2.3,1997-2022
Set.,22,4.616666666666666,25.0,1997-2022
Set.,23,1.0166666666666666,7.0,1997-2022
Set.,24,3.9583333333333335,19.0,1997-2022
Set.,25,4.566666666666666,20.8,1997-2022
Set.,26,3.4,12.8,1997-2022
Set.,27,0.9583333333333334,5.3,1997-2022
Set.,28,0.875,4.7,1997-2022
Set.,29,0.075,0.5,1997-2022
Set.,30,0.5166666666666667,4.0,1997-2022
Out.,1,1.125,5.6,1997-2022
Out.,2,0.9583333333333334,8.0,1997-2022
Out.,3,0.6749999999999999,3.3,1997-2022
Out.,4,1.3333333333333333,6.7,1997-2022
Out.,5,0.13333333333333333,0.8,1997-2022
Out.,6,0.20000000000000004,1.6,1997-2022
Out.,7,0.30833333333333335,2.2,1997-2022
Out.,8,2.6666666666666665,11.0,1997-2022
Out.,9,0.45833333333333326,2.4,1997-2022
Out.,10,0.10833333333333334,0.8,1997-2022
Out.,11,0.5166666666666667,5.8,1997-2022
Out.,12,0.2416666666666667,1.6,1997-2022
Out.,13,0.45,2.0,1997-2022
Out.,14,0.7000000000000001,4.2,1997-2022
Out.,15,2.4583333333333335,13.8,1997-2022
Out.,16,2.066666666666667,22.1,1997-2022
Out.,17,1.2916666666666667,5.6,1997-2022
Out.,18,0.26666666666666666,2.2,1997-2022
Out.,19,0.21666666666666667,2.0,1997-2022
Out.,20,0.775,7.7,1997-2022
Out.,21,2.033333333333333,14.0,1997-2022
Out.,22,1.4166666666666667,10.0,1997-2022
Out.,23,0.4916666666666667,2.4,1997-2022
Out.,24,0.9333333333333335,4.2,1997-2022
Out.,25,0.5916666666666667,3.0,1997-2022
Out.,26,0.6416666666666667,4.7,1997-2022
Out.,27,0.43333333333333335,2.4,1997-2022
Out.,28,0.7583333333333333,4.1,1997-2022
Out.,29,0.05833333333333333,0.5,1997-2022
Out.,30,4.783333333333333,19.0,1997-2022
Out.,31,3.466666666666667,16.0,1997-2022
Nov.,1,0.5916666666666667,6.6,1997-2022
Nov.,2,0.17500000000000002,1.1,1997-2022
Nov.,3,1.2249999999999999,5.3,1997-2022
Nov.,4,0.75,3.8,1997-2022
Nov.,5,0.7333333333333334,6.4,1997-2022
Nov.,6,0.7000000000000001,3.8,1997-2022
Nov.,7,0.7833333333333333,6.4,1997-2022
Nov.,8,0.975,4.4,1997-2022
Nov.,9,0.6083333333333334,4.0,1997-2022
Nov.,10,0.14166666666666666,1.2,1997-2022
Nov.,11,5.066666666666667,33.2,1997-2022
Nov.,12,1.5999999999999999,11.6,1997-2022
Nov.,13,2.516666666666667,10.4,1997-2022
Nov.,14,0.85,7.2,1997-2022
Nov.,15,0.5416666666666666,2.3,1997-2022
Nov.,16,0.4083333333333334,2.0,1997-2022
Nov.,17,0.9499999999999998,4.0,1997-2022
Nov.,18,5.808333333333334,33.0,1997-2022
Nov.,19,0.7999999999999999,5.6,1997-2022
Nov.,20,0.39999999999999997,4.0,1997-2022
Nov.,21,0.7166666666666667,4.0,1997-2022
Nov.,22,0.39999999999999997,2.9,1997-2022
Nov.,23,0.09999999999999999,0.6,1997-2022
Nov.,24,0.15,1.2,1997-2022
Nov.,25,0.7000000000000001,3.4,1997-2022
Nov.,26,2.3083333333333336,12.0,1997-2022
Nov.,27,2.341666666666667,11.4,1997-2022
Nov.,28,0.9666666666666667,7.8,1997-2022
Nov.,29,1.2416666666666667,8.4,1997-2022
Nov.,30,0.8916666666666666,4.2,1997-2022
Dez.,1,13.566666666666668,84.4,1997-2022
Dez.,2,0.8833333333333334,8.4,1997-2022
Dez.,3,0.875,6.0,1997-2022
Dez.,4,1.9083333333333334,10.5,1997-2022
Dez.,5,0.5333333333333333,3.5,1997-2022
Dez.,6,1.175,8.7,1997-2022
Dez.,7,1.8916666666666666,12.7,1997-2022
Dez.,8,1.4333333333333333,7.0,1997-2022
Dez.,9,6.216666666666666,43.0,1997-2022
Dez.,10,2.1500000000000004,11.8,1997-2022
Dez.,11,7.633333333333333,23.4,1997-2022
Dez.,12,4.625,26.2,1997-2022
Dez.,13,2.066666666666667,8.2,1997-2022
Dez.,14,7.1499999999999995,31.0,1997-2022
Dez.,15,7.116666666666667,24.0,1997-2022
Dez.,16,3.375,14.2,1997-2022
Dez.,17,4.075,22.2,1997-2022
Dez.,18,7.916666666666667,33.4,1997-2022
Dez.,19,0.85,9.2,1997-2022
Dez.,20,1.4500000000000002,6.0,1997-2022
Dez.,21,6.0,34.0,1997-2022
Dez.,22,11.600000000000001,26.2,1997-2022
Dez.,23,19.75,89.6,1997-2022
Dez.,24,6.166666666666667,30.0,1997-2022
Dez.,25,4.983333333333333,21.2,1997-2022
Dez.,26,5.075,16.6,1997-2022
Dez.,27,4.108333333333333,17.0,1997-2022
Dez.,28,8.241666666666667,24.0,1997-2022
Dez.,29,6.066666666666666,24.0,1997-2022
Dez.,30,2.55,9.6,1997-2022
Dez.,31,6.825,24.4,1997-2022
Jan.,1,0.0,0.0,1997
Jan.,2,0.6083333333333334,4.7,1997
Jan.,3,0.0,0.0,1997
Jan.,4,0.0,0.0,1997
Jan.,5,0.14166666666666666,1.4,1997
Jan.,6,0.0,0.0,1997
Jan.,7,0.0,0.0,1997
Jan.,8,0.024999999999999998,0.3,1997
Jan.,9,0.0,0.0,1997
Jan.,10,0.2833333333333333,3.4,1997
Jan.,11,0.0,0.0,1997
Jan.,12,0.08333333333333333,0.6,1997
Jan.,13,0.0,0.0,1997
Jan.,14,0.0,0.0,1997
Jan.,15,0.0,0.0,1997
Jan.,16,0.0,0.0,1997
Jan.,17,0.0,0.0,1997
Jan.,18,0.0,0.0,1997
Jan.,19,0.0,0.0,1997
Jan.,20,0.2916666666666667,3.5,1997
Jan.,21,0.7666666666666667,8.8,1997
Jan.,22,0.5416666666666666,2.8,1997
Jan.,23,0.5,6.0,1997
Jan.,24,0.0,0.0,1997
Jan.,25,0.024999999999999998,0.3,1997
Jan.,26,0.0,0.0,1997
Jan.,27,0.13333333333333333,1.6,1997
Jan.,28,1.175,11.6,1997
Jan.,29,0.5166666666666667,3.6,1997
Jan.,30,0.15,1.4,1997
Jan.,31,0.0,0.0,1997
Fev.,1,0.0,0.0,1997
Fev.,2,2.4,18.4,1997
Fev.,3,0.15833333333333333,1.5,1997
Fev.,4,1.7833333333333332,8.0,1997
Fev.,5,0.3,1.2,1997
Fev.,6,0.25833333333333336,2.7,1997
Fev.,7,0.875,4.8,1997
Fev.,8,0.35000000000000003,4.0,1997
Fev.,9,0.5750000000000001,3.5,1997
Fev.,10,1.9416666666666667,12.8,1997
Fev.,11,1.2416666666666667,7.0,1997
Fev.,12,0.0,0.0,1997
Fev.,13,0.2916666666666667,3.5,1997
Fev.,14,0.3,1.8,1997
Fev.,15,1.7333333333333334,9.0,1997
Fev.,16,0.0,0.0,1997
Fev.,17,0.05833333333333333,0.4,1997
Fev.,18,1.8,9.0,1997
Fev.,19,2.7083333333333335,23.3,1997
Fev.,20,0.6333333333333333,2.8,1997
Fev.,21,0.375,4.5,1997
Fev.,22,3.0083333333333333,13.4,1997
Fev.,23,0.9666666666666667,8.6,1997
Fev.,24,0.08333333333333333,1.0,1997
Fev.,25,0.03333333333333333,0.4,1997
Fev.,26,0.0,0.0,1997
Fev.,27,0.0,0.0,1997
Fev.,28,0.0,0.0,1997
Mar.,1,0.09166666666666667,0.8,1997
Mar.,2,0.0,0.0,1997
Mar.,3,2.466666666666667,28.0,1997
Mar.,4,12.891666666666666,53.8,1997
Mar.,5,0.0,0.0,1997
Mar.,6,1.3416666666666668,12.6,1997
Mar.,7,0.0,0.0,1997
Mar.,8,0.08333333333333333,1.0,1997
Mar.,9,0.8916666666666667,7.4,1997
Mar.,10,0.4833333333333334,3.6,1997
Mar.,11,0.0,0.0,1997
Mar.,12,0.15833333333333333,1.2,1997
Mar.,13,0.0,0.0,1997
Mar.,14,0.10000000000000002,0.8,1997
Mar.,15,0.016666666666666666,0.2,1997
Mar.,16,0.0,0.0,1997
Mar.,17,0.0,0.0,1997
Mar.,18,0.0,0.0,1997
Mar.,19,0.0,0.0,1997
Mar.,20,0.0,0.0,1997
Mar.,21,0.0,0.0,1997
Mar.,22,0.3333333333333333,2.0,1997
Mar.,23,7.908333333333334,38.0,1997
Mar.,24,0.0,0.0,1997
Mar.,25,8.558333333333334,44.0,1997
Mar.,26,22.341666666666665,94.4,1997
Mar.,27,2.6166666666666667,14.4,1997
Mar.,28,3.35,35.0,1997
Mar.,29,7.575,36.2,1997
Mar.,30,0.0,0.0,1997
Mar.,31,0.0,0.0,1997
Abr.,1,0.3,3.2,1997
Abr.,2,2.233333333333333,8.6,1997
Abr.,3,5.258333333333334,28.0,1997
Abr.,4,10.566666666666665,58.3,1997
Abr.,5,8.15,30.0,1997
Abr.,6,1.625,11.2,1997
Abr.,7,4.441666666666666,16.0,1997
Abr.,8,3.6166666666666667,23.4,1997
Abr.,9,0.3333333333333333,4.0,1997
Abr.,10,5.466666666666666,41.0,1997
Abr.,11,15.85,52.8,1997
Abr.,12,2.1999999999999997,20.0,1997
Abr.,13,6.558333333333334,21.0,1997
Abr.,14,17.016666666666666,55.4,1997
Abr.,15,6.066666666666666,30.2,1997
Abr.,16,0.0,0.0,1997
Abr.,17,0.0,0.0,1997
Abr.,18,0.225,2.7,1997
Abr.,19,0.049999999999999996,0.6,1997
Abr.,20,0.0,0.0,1997
Abr.,21,0.041666666666666664,0.5,1997
Abr.,22,0.18333333333333335,2.2,1997
Abr.,23,1.7749999999999997,15.0,1997
Abr.,24,36.68333333333334,162.0,1997
Abr.,25,26.84166666666667,108.9,1997
Abr.,26,1.6166666666666665,9.8,1997
Abr.,27,1.2416666666666665,7.2,1997
Abr.,28,0.6416666666666667,5.5,1997
Abr.,29,2.0500000000000003,8.0,1997
Abr.,30,2.108333333333333,12.4,1997
Mai.,1,2.716666666666667,15.0,1997
Mai.,2,6.391666666666666,35.0,1997
Mai.,3,4.391666666666667,25.0,1997
Mai.,4,9.383333333333333,44.6,1997
Mai.,5,2.9916666666666667,10.0,1997
Mai.,6,9.158333333333333,63.8,1997
Mai.,7,4.058333333333334,15.3,1997
Mai.,8,1.566666666666667,7.0,1997
Mai.,9,0.7333333333333334,8.0,1997
Mai.,10,0.7749999999999999,5.4,1997
Mai.,11,4.175,20.2,1997
Mai.,12,1.2583333333333333,5.0,1997
Mai.,13,4.916666666666667,23.0,1997
Mai.,14,1.5833333333333333,19.0,1997
Mai.,15,9.233333333333333,36.0,1997
Mai.,16,2.066666666666667,13.3,1997
Mai.,17,0.5083333333333333,3.5,1997
Mai.,18,2.5749999999999997,30.0,1997
Mai.,19,13.675000000000002,43.6,1997
Mai.,20,0.06666666666666667,0.4,1997
Mai.,21,0.325,3.8,1997
Mai.,22,0.4749999999999999,3.1,1997
Mai.,23,0.9249999999999999,6.0,1997
Mai.,24,4.666666666666667,28.0,1997
Mai.,25,5.3999999999999995,21.9,1997
Mai.,26,0.8583333333333334,3.4,1997
Mai.,27,0.041666666666666664,0.3,1997
Mai.,28,0.16666666666666666,2.0,1997
Mai.,29,0.31666666666666665,1.5,1997
Mai.,30,0.0,0.0,1997
Mai.,31,0.0,0.0,1997
Jun.,1,0.0,0.0,1997
Jun.,2,0.5083333333333333,3.8,1997
Jun.,3,0.225,1.0,1997
Jun.,4,0.0,0.0,1997
Jun.,5,0.3333333333333333,4.0,1997
Jun.,6,0.08333333333333333,1.0,1997
Jun.,7,0.0,0.0,1997
Jun.,8,0.20000000000000004,1.6,1997
Jun.,9,0.16666666666666666,2.0,1997
Jun.,10,0.0,0.0,1997
Jun.,11,0.0,0.0,1997
Jun.,12,0.0,0.0,1997
Jun.,13,0.0,0.0,1997
Jun.,14,0.0,0.0,1997
Jun.,15,0.0,0.0,1997
Jun.,16,0.0,0.0,1997
Jun.,17,0.5083333333333333,1.8,1997
Jun.,18,0.024999999999999998,0.3,1997
Jun.,19,0.0,0.0,1997
Jun.,20,0.0,0.0,1997
Jun.,21,0.25,2.0,1997
Jun.,22,0.0,0.0,1997
Jun.,23,0.0,0.0,1997
Jun.,24,0.008333333333333333,0.1,1997
Jun.,25,0.0,0.0,1997
Jun.,26,0.0,0.0,1997
Jun.,27,0.0,0.0,1997
Jun.,28,0.09999999999999999,1.0,1997
Jun.,29,0.0,0.0,1997
Jun.,30,0.8083333333333332,7.2,1997
Jul.,1,0.6333333333333333,4.6,1997
Jul.,2,0.0,0.0,1997
Jul.,3,0.0,0.0,1997
Jul.,4,1.2,6.0,1997
Jul.,5,0.25833333333333336,2.6,1997
Jul.,6,0.0,0.0,1997
Jul.,7,0.0,0.0,1997
Jul.,8,0.0,0.0,1997
Jul.,9,0.0,0.0,1997
Jul.,10,0.26666666666666666,2.6,1997
Jul.,11,0.0,0.0,1997
Jul.,12,0.06666666666666667,0.5,1997
Jul.,13,0.05833333333333333,0.6,1997
Jul.,14,0.0,0.0,1997
Jul.,15,0.0,0.0,1997
Jul.,16,0.0,0.0,1997
Jul.,17,0.0,0.0,1997
Jul.,18,0.0,0.0,1997
Jul.,19,0.0,0.0,1997
Jul.,20,0.0,0.0,1997
Jul.,21,0.2333333333333333,2.8,1997
Jul.,22,0.0,0.0,1997
Jul.,23,0.0,0.0,1997
Jul.,24,0.0,0.0,1997
Jul.,25,0.0,0.0,1997
Jul.,26,0.0,0.0,1997
Jul.,27,0.0,0.0,1997
Jul.,28,0.0,0.0,1997
Jul.,29,0.0,0.0,1997
Jul.,30,0.09999999999999999,1.2,1997
Jul.,31,4.25,28.0,1997
Ago.,1,2.375,13.5,1997
Ago.,2,0.5833333333333334,3.8,1997
Ago.,3,0.049999999999999996,0.6,1997
Ago.,4,0.0,0.0,1997
Ago.,5,0.0,0.0,1997
Ago.,6,0.0,0.0,1997
Ago.,7,0.0,0.0,1997
Ago.,8,0.0,0.0,1997
Ago.,9,0.0,0.0,1997
Ago.,10,0.0,0.0,1997
Ago.,11,0.024999999999999998,0.3,1997
Ago.,12,0.2333333333333333,1.4,1997
Ago.,13,0.10833333333333334,1.0,1997
Ago.,14,0.19999999999999998,1.4,1997
Ago.,15,0.0,0.0,1997
Ago.,16,0.0,0.0,1997
Ago.,17,1.1416666666666666,6.8,1997
Ago.,18,0.5166666666666667,5.0,1997
Ago.,19,0.0,0.0,1997
Ago.,20,0.0,0.0,1997
Ago.,21,0.0,0.0,1997
Ago.,22,0.0,0.0,1997
Ago.,23,0.0,0.0,1997
Ago.,24,0.0,0.0,1997
Ago.,25,0.20833333333333334,2.5,1997
Ago.,26,0.15,1.0,1997
Ago.,27,0.0,0.0,1997
Ago.,28,0.0,0.0,1997
Ago.,29,0.0,0.0,1997
Ago.,30,0.0,0.0,1997
Ago.,31,0.016666666666666666,0.2,1997
Set.,1,0.0,0.0,1997
Set.,2,0.0,0.0,1997
Set.,3,0.0,0.0,1997
Set.,4,0.0,0.0,1997
Set.,5,0.0,0.0,1997
Set.,6,0.0,0.0,1997
Set.,7,0.0,0.0,1997
Set.,8,0.0,0.0,1997
