DATA,Tipologia de Ocorrência,Regional,Ocorrências
15/04/2022,Outros,SR 3,0
15/04/2022,Outros,SR 4,0
15/04/2022,Outros,SR 5,0
15/04/2022,Outros,SR 6,0
15/04/2022,Outros,SR 7,0
15/04/2022,Outros,SR 8,0
15/04/2022,Outros,SR 9,0
15/04/2022,Outros,SR 10,0
15/04/2022,Outros,SR 11,0
15/04/2022,Outros,SR 12,0
15/04/2022,Outros,SR 1,0
15/04/2022,Outros,SR 2,0
15/04/2022,Outros,SR 3,0
15/04/2022,Outros,SR 4,0
15/04/2022,Outros,SR 5,0
15/04/2022,Outros,SR 6,0
15/04/2022,Outros,SR 7,0
15/04/2022,Outros,SR 8,0
15/04/2022,Outros,SR 9,0
15/04/2022,Outros,SR 10,0
15/04/2022,Outros,SR 11,0
15/04/2022,Outros,SR 12,0
15/04/2022,Outros,SR 1,0
15/04/2022,Outros,SR 2,0
15/04/2022,Outros,SR 3,0
15/04/2022,Outros,SR 4,0
15/04/2022,Outros,SR 5,0
15/04/2022,Outros,SR 6,0
15/04/2022,Outros,SR 7,0
15/04/2022,Outros,SR 8,0
15/04/2022,Outros,SR 9,0
15/04/2022,Outros,SR 10,0
15/04/2022,Outros,SR 11,0
15/04/2022,Outros,SR 12,0
16/04/2022,Outros,SR 1,0
16/04/2022,Outros,SR 2,0
16/04/2022,Outros,SR 3,0
16/04/2022,Outros,SR 4,0
16/04/2022,Outros,SR 5,0
16/04/2022,Outros,SR 6,0
16/04/2022,Outros,SR 7,0
16/04/2022,Outros,SR 8,0
16/04/2022,Outros,SR 9,0
16/04/2022,Outros,SR 10,0
16/04/2022,Outros,SR 11,0
16/04/2022,Outros,SR 12,0
16/04/2022,Outros,SR 1,0
16/04/2022,Outros,SR 2,0
16/04/2022,Outros,SR 3,0
16/04/2022,Outros,SR 4,0
16/04/2022,Outros,SR 5,0
16/04/2022,Outros,SR 6,0
16/04/2022,Outros,SR 7,0
16/04/2022,Outros,SR 8,0
16/04/2022,Outros,SR 9,0
16/04/2022,Outros,SR 10,0
16/04/2022,Outros,SR 11,0
16/04/2022,Outros,SR 12,0
16/04/2022,Outros,SR 1,0
16/04/2022,Outros,SR 2,0
16/04/2022,Outros,SR 3,0
16/04/2022,Outros,SR 4,0
16/04/2022,Outros,SR 5,0
16/04/2022,Outros,SR 6,1
16/04/2022,Outros,SR 7,0
16/04/2022,Outros,SR 8,0
16/04/2022,Outros,SR 9,0
16/04/2022,Outros,SR 10,0
16/04/2022,Outros,SR 11,0
16/04/2022,Outros,SR 12,0
16/04/2022,Outros,SR 1,0
16/04/2022,Outros,SR 2,0
16/04/2022,Outros,SR 3,0
16/04/2022,Outros,SR 4,0
16/04/2022,Outros,SR 5,0
16/04/2022,Outros,SR 6,0
16/04/2022,Outros,SR 7,0
16/04/2022,Outros,SR 8,0
16/04/2022,Outros,SR 9,0
16/04/2022,Outros,SR 10,0
16/04/2022,Outros,SR 11,0
16/04/2022,Outros,SR 12,0
16/04/2022,Outros,SR 1,0
16/04/2022,Outros,SR 2,0
16/04/2022,Outros,SR 3,0
16/04/2022,Outros,SR 4,0
16/04/2022,Outros,SR 5,0
16/04/2022,Outros,SR 6,0
16/04/2022,Outros,SR 7,0
16/04/2022,Outros,SR 8,0
16/04/2022,Outros,SR 9,0
16/04/2022,Outros,SR 10,0
16/04/2022,Outros,SR 11,0
16/04/2022,Outros,SR 12,0
16/04/2022,Outros,SR 1,0
16/04/2022,Outros,SR 2,0
16/04/2022,Outros,SR 3,0
16/04/2022,Outros,SR 4,0
16/04/2022,Outros,SR 5,0
16/04/2022,Outros,SR 6,0
16/04/2022,Outros,SR 7,0
16/04/2022,Outros,SR 8,0
16/04/2022,Outros,SR 9,0
16/04/2022,Outros,SR 10,0
16/04/2022,Outros,SR 11,0
16/04/2022,Outros,SR 12,0
16/04/2022,Outros,SR 1,0
16/04/2022,Outros,SR 2,0
16/04/2022,Outros,SR 3,0
16/04/2022,Outros,SR 4,0
16/04/2022,Outros,SR 5,0
16/04/2022,Outros,SR 6,0
16/04/2022,Outros,SR 7,0
16/04/2022,Outros,SR 8,0
16/04/2022,Outros,SR 9,0
16/04/2022,Outros,SR 10,0
16/04/2022,Outros,SR 11,0
16/04/2022,Outros,SR 12,0
16/04/2022,Outros,SR 1,0
16/04/2022,Outros,SR 2,0
16/04/2022,Outros,SR 3,0
16/04/2022,Outros,SR 4,0
16/04/2022,Outros,SR 5,0
16/04/2022,Outros,SR 6,0
16/04/2022,Outros,SR 7,0
16/04/2022,Outros,SR 8,0
16/04/2022,Outros,SR 9,0
16/04/2022,Outros,SR 10,0
16/04/2022,Outros,SR 11,0
16/04/2022,Outros,SR 12,0
16/04/2022,Outros,SR 1,0
16/04/2022,Outros,SR 2,0
16/04/2022,Outros,SR 3,0
16/04/2022,Outros,SR 4,0
16/04/2022,Outros,SR 5,0
16/04/2022,Outros,SR 6,0
16/04/2022,Outros,SR 7,0
16/04/2022,Outros,SR 8,0
16/04/2022,Outros,SR 9,0
16/04/2022,Outros,SR 10,0
16/04/2022,Outros,SR 11,0
16/04/2022,Outros,SR 12,0
16/04/2022,Outros,SR 1,0
16/04/2022,Outros,SR 2,0
16/04/2022,Outros,SR 3,0
16/04/2022,Outros,SR 4,0
16/04/2022,Outros,SR 5,0
16/04/2022,Outros,SR 6,0
16/04/2022,Outros,SR 7,0
16/04/2022,Outros,SR 8,0
16/04/2022,Outros,SR 9,0
16/04/2022,Outros,SR 10,0
16/04/2022,Outros,SR 11,0
16/04/2022,Outros,SR 12,0
16/04/2022,Outros,SR 1,0
16/04/2022,Outros,SR 2,0
16/04/2022,Outros,SR 3,0
16/04/2022,Outros,SR 4,0
16/04/2022,Outros,SR 5,0
16/04/2022,Outros,SR 6,0
16/04/2022,Outros,SR 7,0
16/04/2022,Outros,SR 8,0
16/04/2022,Outros,SR 9,0
16/04/2022,Outros,SR 10,0
16/04/2022,Outros,SR 11,0
16/04/2022,Outros,SR 12,0
17/04/2022,Outros,SR 1,0
17/04/2022,Outros,SR 2,0
17/04/2022,Outros,SR 3,0
17/04/2022,Outros,SR 4,0
17/04/2022,Outros,SR 5,0
17/04/2022,Outros,SR 6,0
17/04/2022,Outros,SR 7,0
17/04/2022,Outros,SR 8,0
17/04/2022,Outros,SR 9,0
17/04/2022,Outros,SR 10,0
17/04/2022,Outros,SR 11,0
17/04/2022,Outros,SR 12,0
17/04/2022,Outros,SR 1,0
17/04/2022,Outros,SR 2,0
17/04/2022,Outros,SR 3,0
17/04/2022,Outros,SR 4,0
17/04/2022,Outros,SR 5,0
17/04/2022,Outros,SR 6,0
17/04/2022,Outros,SR 7,0
17/04/2022,Outros,SR 8,0
17/04/2022,Outros,SR 9,0
17/04/2022,Outros,SR 10,0
17/04/2022,Outros,SR 11,0
17/04/2022,Outros,SR 12,0
17/04/2022,Outros,SR 1,0
17/04/2022,Outros,SR 2,0
17/04/2022,Outros,SR 3,0
17/04/2022,Outros,SR 4,0
17/04/2022,Outros,SR 5,0
17/04/2022,Outros,SR 6,0
17/04/2022,Outros,SR 7,0
17/04/2022,Outros,SR 8,0
17/04/2022,Outros,SR 9,0
17/04/2022,Outros,SR 10,0
17/04/2022,Outros,SR 11,0
17/04/2022,Outros,SR 12,0
17/04/2022,Outros,SR 1,0
17/04/2022,Outros,SR 2,0
17/04/2022,Outros,SR 3,0
17/04/2022,Outros,SR 4,0
17/04/2022,Outros,SR 5,0
17/04/2022,Outros,SR 6,0
17/04/2022,Outros,SR 7,0
17/04/2022,Outros,SR 8,0
17/04/2022,Outros,SR 9,0
17/04/2022,Outros,SR 10,0
17/04/2022,Outros,SR 11,0
17/04/2022,Outros,SR 12,0
17/04/2022,Outros,SR 1,0
17/04/2022,Outros,SR 2,0
17/04/2022,Outros,SR 3,0
17/04/2022,Outros,SR 4,0
17/04/2022,Outros,SR 5,0
17/04/2022,Outros,SR 6,0
17/04/2022,Outros,SR 7,0
17/04/2022,Outros,SR 8,0
17/04/2022,Outros,SR 9,0
17/04/2022,Outros,SR 10,0
17/04/2022,Outros,SR 11,0
17/04/2022,Outros,SR 12,0
17/04/2022,Outros,SR 1,0
17/04/2022,Outros,SR 2,0
17/04/2022,Outros,SR 3,0
17/04/2022,Outros,SR 4,1
17/04/2022,Outros,SR 5,0
17/04/2022,Outros,SR 6,0
17/04/2022,Outros,SR 7,0
17/04/2022,Outros,SR 8,0
17/04/2022,Outros,SR 9,0
17/04/2022,Outros,SR 10,0
17/04/2022,Outros,SR 11,0
17/04/2022,Outros,SR 12,0
17/04/2022,Outros,SR 1,0
17/04/2022,Outros,SR 2,0
17/04/2022,Outros,SR 3,0
17/04/2022,Outros,SR 4,0
17/04/2022,Outros,SR 5,0
17/04/2022,Outros,SR 6,0
17/04/2022,Outros,SR 7,0
17/04/2022,Outros,SR 8,0
17/04/2022,Outros,SR 9,0
17/04/2022,Outros,SR 10,0
17/04/2022,Outros,SR 11,0
17/04/2022,Outros,SR 12,0
17/04/2022,Outros,SR 1,0
17/04/2022,Outros,SR 2,0
17/04/2022,Outros,SR 3,0
17/04/2022,Outros,SR 4,0
17/04/2022,Outros,SR 5,0
17/04/2022,Outros,SR 6,0
17/04/2022,Outros,SR 7,0
17/04/2022,Outros,SR 8,0
17/04/2022,Outros,SR 9,0
17/04/2022,Outros,SR 10,0
17/04/2022,Outros,SR 11,0
17/04/2022,Outros,SR 12,0
17/04/2022,Outros,SR 1,0
17/04/2022,Outros,SR 2,0
17/04/2022,Outros,SR 3,0
17/04/2022,Outros,SR 4,0
17/04/2022,Outros,SR 5,0
17/04/2022,Outros,SR 6,0
17/04/2022,Outros,SR 7,0
17/04/2022,Outros,SR 8,0
17/04/2022,Outros,SR 9,0
17/04/2022,Outros,SR 10,0
17/04/2022,Outros,SR 11,0
17/04/2022,Outros,SR 12,0
17/04/2022,Outros,SR 1,0
17/04/2022,Outros,SR 2,0
17/04/2022,Outros,SR 3,0
17/04/2022,Outros,SR 4,0
17/04/2022,Outros,SR 5,0
17/04/2022,Outros,SR 6,0
17/04/2022,Outros,SR 7,0
17/04/2022,Outros,SR 8,0
17/04/2022,Outros,SR 9,0
17/04/2022,Outros,SR 10,0
17/04/2022,Outros,SR 11,0
17/04/2022,Outros,SR 12,0
17/04/2022,Outros,SR 1,0
17/04/2022,Outros,SR 2,0
17/04/2022,Outros,SR 3,0
17/04/2022,Outros,SR 4,0
17/04/2022,Outros,SR 5,0
17/04/2022,Outros,SR 6,0
17/04/2022,Outros,SR 7,0
17/04/2022,Outros,SR 8,0
17/04/2022,Outros,SR 9,0
17/04/2022,Outros,SR 10,0
17/04/2022,Outros,SR 11,0
17/04/2022,Outros,SR 12,0
18/04/2022,Outros,SR 1,0
18/04/2022,Outros,SR 2,0
18/04/2022,Outros,SR 3,0
18/04/2022,Outros,SR 4,0
18/04/2022,Outros,SR 5,0
18/04/2022,Outros,SR 6,0
18/04/2022,Outros,SR 7,0
18/04/2022,Outros,SR 8,0
18/04/2022,Outros,SR 9,0
18/04/2022,Outros,SR 10,0
18/04/2022,Outros,SR 11,0
18/04/2022,Outros,SR 12,0
18/04/2022,Outros,SR 1,0
18/04/2022,Outros,SR 2,0
18/04/2022,Outros,SR 3,0
18/04/2022,Outros,SR 4,0
18/04/2022,Outros,SR 5,0
18/04/2022,Outros,SR 6,0
18/04/2022,Outros,SR 7,0
18/04/2022,Outros,SR 8,0
18/04/2022,Outros,SR 9,0
18/04/2022,Outros,SR 10,0
18/04/2022,Outros,SR 11,0
18/04/2022,Outros,SR 12,0
18/04/2022,Outros,SR 1,0
18/04/2022,Outros,SR 2,0
18/04/2022,Outros,SR 3,0
18/04/2022,Outros,SR 4,0
18/04/2022,Outros,SR 5,0
18/04/2022,Outros,SR 6,0
18/04/2022,Outros,SR 7,0
18/04/2022,Outros,SR 8,0
18/04/2022,Outros,SR 9,0
18/04/2022,Outros,SR 10,0
18/04/2022,Outros,SR 11,0
18/04/2022,Outros,SR 12,0
18/04/2022,Outros,SR 1,0
18/04/2022,Outros,SR 2,0
18/04/2022,Outros,SR 3,0
18/04/2022,Outros,SR 4,0
18/04/2022,Outros,SR 5,0
18/04/2022,Outros,SR 6,0
18/04/2022,Outros,SR 7,0
18/04/2022,Outros,SR 8,0
18/04/2022,Outros,SR 9,0
18/04/2022,Outros,SR 10,0
18/04/2022,Outros,SR 11,0
18/04/2022,Outros,SR 12,0
18/04/2022,Outros,SR 1,0
18/04/2022,Outros,SR 2,0
18/04/2022,Outros,SR 3,0
18/04/2022,Outros,SR 4,0
18/04/2022,Outros,SR 5,0
18/04/2022,Outros,SR 6,0
18/04/2022,Outros,SR 7,0
18/04/2022,Outros,SR 8,0
18/04/2022,Outros,SR 9,0
18/04/2022,Outros,SR 10,0
18/04/2022,Outros,SR 11,0
18/04/2022,Outros,SR 12,0
18/04/2022,Outros,SR 1,0
18/04/2022,Outros,SR 2,0
18/04/2022,Outros,SR 3,0
18/04/2022,Outros,SR 4,1
18/04/2022,Outros,SR 5,0
18/04/2022,Outros,SR 6,1
18/04/2022,Outros,SR 7,0
18/04/2022,Outros,SR 8,0
18/04/2022,Outros,SR 9,0
18/04/2022,Outros,SR 10,1
18/04/2022,Outros,SR 11,0
18/04/2022,Outros,SR 12,0
18/04/2022,Outros,SR 1,0
18/04/2022,Outros,SR 2,0
18/04/2022,Outros,SR 3,0
18/04/2022,Outros,SR 4,0
18/04/2022,Outros,SR 5,0
18/04/2022,Outros,SR 6,0
18/04/2022,Outros,SR 7,0
18/04/2022,Outros,SR 8,0
18/04/2022,Outros,SR 9,0
18/04/2022,Outros,SR 10,0
18/04/2022,Outros,SR 11,0
18/04/2022,Outros,SR 12,0
18/04/2022,Outros,SR 1,0
18/04/2022,Outros,SR 2,0
18/04/2022,Outros,SR 3,0
18/04/2022,Outros,SR 4,0
18/04/2022,Outros,SR 5,0
18/04/2022,Outros,SR 6,0
18/04/2022,Outros,SR 7,0
18/04/2022,Outros,SR 8,0
18/04/2022,Outros,SR 9,0
18/04/2022,Outros,SR 10,0
18/04/2022,Outros,SR 11,0
18/04/2022,Outros,SR 12,0
18/04/2022,Outros,SR 1,0
18/04/2022,Outros,SR 2,0
18/04/2022,Outros,SR 3,0
18/04/2022,Outros,SR 4,0
18/04/2022,Outros,SR 5,0
18/04/2022,Outros,SR 6,0
18/04/2022,Outros,SR 7,0
18/04/2022,Outros,SR 8,0
18/04/2022,Outros,SR 9,0
18/04/2022,Outros,SR 10,0
18/04/2022,Outros,SR 11,0
18/04/2022,Outros,SR 12,0
18/04/2022,Outros,SR 1,0
18/04/2022,Outros,SR 2,0
18/04/2022,Outros,SR 3,1
18/04/2022,Outros,SR 4,0
18/04/2022,Outros,SR 5,0
18/04/2022,Outros,SR 6,1
18/04/2022,Outros,SR 7,0
18/04/2022,Outros,SR 8,0
18/04/2022,Outros,SR 9,0
18/04/2022,Outros,SR 10,0
18/04/2022,Outros,SR 11,1
18/04/2022,Outros,SR 12,0
18/04/2022,Outros,SR 1,0
18/04/2022,Outros,SR 2,0
18/04/2022,Outros,SR 3,0
18/04/2022,Outros,SR 4,0
18/04/2022,Outros,SR 5,0
18/04/2022,Outros,SR 6,0
18/04/2022,Outros,SR 7,0
18/04/2022,Outros,SR 8,0
18/04/2022,Outros,SR 9,0
18/04/2022,Outros,SR 10,0
18/04/2022,Outros,SR 11,0
18/04/2022,Outros,SR 12,0
19/04/2022,Outros,SR 1,0
19/04/2022,Outros,SR 2,0
19/04/2022,Outros,SR 3,0
19/04/2022,Outros,SR 4,0
19/04/2022,Outros,SR 5,0
19/04/2022,Outros,SR 6,0
19/04/2022,Outros,SR 7,0
19/04/2022,Outros,SR 8,0
19/04/2022,Outros,SR 9,0
19/04/2022,Outros,SR 10,0
19/04/2022,Outros,SR 11,0
19/04/2022,Outros,SR 12,0
19/04/2022,Outros,SR 1,0
19/04/2022,Outros,SR 2,0
19/04/2022,Outros,SR 3,0
19/04/2022,Outros,SR 4,0
19/04/2022,Outros,SR 5,0
19/04/2022,Outros,SR 6,1
19/04/2022,Outros,SR 7,0
19/04/2022,Outros,SR 8,1
19/04/2022,Outros,SR 9,0
19/04/2022,Outros,SR 10,0
19/04/2022,Outros,SR 11,0
19/04/2022,Outros,SR 12,0
19/04/2022,Outros,SR 1,0
19/04/2022,Outros,SR 2,0
19/04/2022,Outros,SR 3,0
19/04/2022,Outros,SR 4,0
19/04/2022,Outros,SR 5,0
19/04/2022,Outros,SR 6,0
19/04/2022,Outros,SR 7,0
19/04/2022,Outros,SR 8,0
19/04/2022,Outros,SR 9,0
19/04/2022,Outros,SR 10,0
19/04/2022,Outros,SR 11,0
19/04/2022,Outros,SR 12,0
19/04/2022,Outros,SR 1,0
19/04/2022,Outros,SR 2,0
19/04/2022,Outros,SR 3,0
19/04/2022,Outros,SR 4,0
19/04/2022,Outros,SR 5,0
19/04/2022,Outros,SR 6,0
19/04/2022,Outros,SR 7,0
19/04/2022,Outros,SR 8,0
19/04/2022,Outros,SR 9,0
19/04/2022,Outros,SR 10,0
19/04/2022,Outros,SR 11,0
19/04/2022,Outros,SR 12,0
19/04/2022,Outros,SR 1,0
19/04/2022,Outros,SR 2,0
19/04/2022,Outros,SR 3,0
19/04/2022,Outros,SR 4,0
19/04/2022,Outros,SR 5,0
19/04/2022,Outros,SR 6,0
19/04/2022,Outros,SR 7,0
19/04/2022,Outros,SR 8,0
19/04/2022,Outros,SR 9,0
19/04/2022,Outros,SR 10,0
19/04/2022,Outros,SR 11,0
19/04/2022,Outros,SR 12,0
19/04/2022,Outros,SR 1,0
19/04/2022,Outros,SR 2,0
19/04/2022,Outros,SR 3,1
19/04/2022,Outros,SR 4,0
19/04/2022,Outros,SR 5,1
19/04/2022,Outros,SR 6,0
19/04/2022,Outros,SR 7,0
19/04/2022,Outros,SR 8,0
19/04/2022,Outros,SR 9,0
19/04/2022,Outros,SR 10,0
19/04/2022,Outros,SR 11,0
19/04/2022,Outros,SR 12,0
19/04/2022,Outros,SR 1,0
19/04/2022,Outros,SR 2,0
19/04/2022,Outros,SR 3,0
19/04/2022,Outros,SR 4,0
19/04/2022,Outros,SR 5,0
19/04/2022,Outros,SR 6,0
19/04/2022,Outros,SR 7,0
19/04/2022,Outros,SR 8,0
19/04/2022,Outros,SR 9,0
19/04/2022,Outros,SR 10,0
19/04/2022,Outros,SR 11,0
19/04/2022,Outros,SR 12,0
19/04/2022,Outros,SR 1,0
19/04/2022,Outros,SR 2,0
19/04/2022,Outros,SR 3,0
19/04/2022,Outros,SR 4,0
19/04/2022,Outros,SR 5,0
19/04/2022,Outros,SR 6,0
19/04/2022,Outros,SR 7,0
19/04/2022,Outros,SR 8,0
19/04/2022,Outros,SR 9,0
19/04/2022,Outros,SR 10,0
19/04/2022,Outros,SR 11,0
19/04/2022,Outros,SR 12,0
19/04/2022,Outros,SR 1,0
19/04/2022,Outros,SR 2,0
19/04/2022,Outros,SR 3,0
19/04/2022,Outros,SR 4,0
19/04/2022,Outros,SR 5,0
19/04/2022,Outros,SR 6,0
19/04/2022,Outros,SR 7,0
19/04/2022,Outros,SR 8,0
19/04/2022,Outros,SR 9,0
19/04/2022,Outros,SR 10,0
19/04/2022,Outros,SR 11,0
19/04/2022,Outros,SR 12,0
19/04/2022,Outros,SR 1,0
19/04/2022,Outros,SR 2,0
19/04/2022,Outros,SR 3,0
19/04/2022,Outros,SR 4,0
19/04/2022,Outros,SR 5,0
19/04/2022,Outros,SR 6,0
19/04/2022,Outros,SR 7,0
19/04/2022,Outros,SR 8,0
19/04/2022,Outros,SR 9,0
19/04/2022,Outros,SR 10,0
19/04/2022,Outros,SR 11,0
19/04/2022,Outros,SR 12,0
19/04/2022,Outros,SR 1,0
19/04/2022,Outros,SR 2,0
19/04/2022,Outros,SR 3,0
19/04/2022,Outros,SR 4,0
19/04/2022,Outros,SR 5,0
19/04/2022,Outros,SR 6,0
19/04/2022,Outros,SR 7,0
19/04/2022,Outros,SR 8,0
19/04/2022,Outros,SR 9,0
19/04/2022,Outros,SR 10,0
19/04/2022,Outros,SR 11,0
19/04/2022,Outros,SR 12,0
20/04/2022,Outros,SR 1,0
20/04/2022,Outros,SR 2,0
20/04/2022,Outros,SR 3,0
20/04/2022,Outros,SR 4,0
20/04/2022,Outros,SR 5,0
20/04/2022,Outros,SR 6,0
20/04/2022,Outros,SR 7,0
20/04/2022,Outros,SR 8,0
20/04/2022,Outros,SR 9,0
20/04/2022,Outros,SR 10,0
20/04/2022,Outros,SR 11,0
20/04/2022,Outros,SR 12,0
20/04/2022,Outros,SR 1,0
20/04/2022,Outros,SR 2,0
20/04/2022,Outros,SR 3,0
20/04/2022,Outros,SR 4,0
20/04/2022,Outros,SR 5,0
20/04/2022,Outros,SR 6,0
20/04/2022,Outros,SR 7,0
20/04/2022,Outros,SR 8,0
20/04/2022,Outros,SR 9,0
20/04/2022,Outros,SR 10,0
20/04/2022,Outros,SR 11,0
20/04/2022,Outros,SR 12,0
20/04/2022,Outros,SR 1,0
20/04/2022,Outros,SR 2,0
20/04/2022,Outros,SR 3,0
20/04/2022,Outros,SR 4,0
20/04/2022,Outros,SR 5,0
20/04/2022,Outros,SR 6,0
20/04/2022,Outros,SR 7,0
20/04/2022,Outros,SR 8,0
20/04/2022,Outros,SR 9,0
20/04/2022,Outros,SR 10,0
20/04/2022,Outros,SR 11,0
20/04/2022,Outros,SR 12,0
20/04/2022,Outros,SR 1,0
20/04/2022,Outros,SR 2,0
20/04/2022,Outros,SR 3,0
20/04/2022,Outros,SR 4,0
20/04/2022,Outros,SR 5,0
20/04/2022,Outros,SR 6,0
20/04/2022,Outros,SR 7,0
20/04/2022,Outros,SR 8,0
20/04/2022,Outros,SR 9,0
20/04/2022,Outros,SR 10,0
20/04/2022,Outros,SR 11,0
20/04/2022,Outros,SR 12,0
20/04/2022,Outros,SR 1,0
20/04/2022,Outros,SR 2,0
20/04/2022,Outros,SR 3,0
20/04/2022,Outros,SR 4,0
20/04/2022,Outros,SR 5,0
20/04/2022,Outros,SR 6,0
20/04/2022,Outros,SR 7,0
20/04/2022,Outros,SR 8,0
20/04/2022,Outros,SR 9,0
20/04/2022,Outros,SR 10,0
20/04/2022,Outros,SR 11,0
20/04/2022,Outros,SR 12,0
20/04/2022,Outros,SR 1,1
20/04/2022,Outros,SR 2,0
20/04/2022,Outros,SR 3,1
20/04/2022,Outros,SR 4,0
20/04/2022,Outros,SR 5,0
20/04/2022,Outros,SR 6,0
20/04/2022,Outros,SR 7,0
20/04/2022,Outros,SR 8,1
20/04/2022,Outros,SR 9,0
20/04/2022,Outros,SR 10,0
20/04/2022,Outros,SR 11,1
20/04/2022,Outros,SR 12,2
20/04/2022,Outros,SR 1,0
20/04/2022,Outros,SR 2,0
20/04/2022,Outros,SR 3,0
20/04/2022,Outros,SR 4,0
20/04/2022,Outros,SR 5,0
20/04/2022,Outros,SR 6,0
20/04/2022,Outros,SR 7,0
20/04/2022,Outros,SR 8,0
20/04/2022,Outros,SR 9,0
20/04/2022,Outros,SR 10,0
20/04/2022,Outros,SR 11,0
20/04/2022,Outros,SR 12,0
20/04/2022,Outros,SR 1,0
20/04/2022,Outros,SR 2,0
20/04/2022,Outros,SR 3,0
20/04/2022,Outros,SR 4,0
20/04/2022,Outros,SR 5,0
20/04/2022,Outros,SR 6,0
20/04/2022,Outros,SR 7,0
20/04/2022,Outros,SR 8,0
20/04/2022,Outros,SR 9,0
20/04/2022,Outros,SR 10,0
20/04/2022,Outros,SR 11,0
20/04/2022,Outros,SR 12,0
20/04/2022,Outros,SR 1,0
20/04/2022,Outros,SR 2,0
20/04/2022,Outros,SR 3,0
20/04/2022,Outros,SR 4,0
20/04/2022,Outros,SR 5,0
20/04/2022,Outros,SR 6,0
20/04/2022,Outros,SR 7,0
20/04/2022,Outros,SR 8,0
20/04/2022,Outros,SR 9,0
20/04/2022,Outros,SR 10,0
20/04/2022,Outros,SR 11,0
20/04/2022,Outros,SR 12,0
20/04/2022,Outros,SR 1,0
20/04/2022,Outros,SR 2,0
20/04/2022,Outros,SR 3,0
20/04/2022,Outros,SR 4,0
20/04/2022,Outros,SR 5,0
20/04/2022,Outros,SR 6,0
20/04/2022,Outros,SR 7,0
20/04/2022,Outros,SR 8,0
20/04/2022,Outros,SR 9,0
20/04/2022,Outros,SR 10,0
20/04/2022,Outros,SR 11,0
20/04/2022,Outros,SR 12,0
20/04/2022,Outros,SR 1,0
20/04/2022,Outros,SR 2,0
20/04/2022,Outros,SR 3,0
20/04/2022,Outros,SR 4,0
20/04/2022,Outros,SR 5,0
20/04/2022,Outros,SR 6,0
20/04/2022,Outros,SR 7,0
20/04/2022,Outros,SR 8,0
20/04/2022,Outros,SR 9,0
20/04/2022,Outros,SR 10,0
20/04/2022,Outros,SR 11,0
20/04/2022,Outros,SR 12,0
21/04/2022,Outros,SR 1,0
21/04/2022,Outros,SR 2,0
21/04/2022,Outros,SR 3,0
21/04/2022,Outros,SR 4,0
21/04/2022,Outros,SR 5,0
21/04/2022,Outros,SR 6,0
21/04/2022,Outros,SR 7,0
21/04/2022,Outros,SR 8,0
21/04/2022,Outros,SR 9,0
21/04/2022,Outros,SR 10,0
21/04/2022,Outros,SR 11,0
21/04/2022,Outros,SR 12,0
21/04/2022,Outros,SR 1,0
21/04/2022,Outros,SR 2,0
21/04/2022,Outros,SR 3,0
21/04/2022,Outros,SR 4,0
21/04/2022,Outros,SR 5,0
21/04/2022,Outros,SR 6,0
21/04/2022,Outros,SR 7,0
21/04/2022,Outros,SR 8,0
21/04/2022,Outros,SR 9,0
21/04/2022,Outros,SR 10,0
21/04/2022,Outros,SR 11,0
21/04/2022,Outros,SR 12,0
21/04/2022,Outros,SR 1,0
21/04/2022,Outros,SR 2,0
21/04/2022,Outros,SR 3,0
21/04/2022,Outros,SR 4,0
21/04/2022,Outros,SR 5,0
21/04/2022,Outros,SR 6,0
21/04/2022,Outros,SR 7,0
21/04/2022,Outros,SR 8,0
21/04/2022,Outros,SR 9,0
21/04/2022,Outros,SR 10,0
21/04/2022,Outros,SR 11,0
21/04/2022,Outros,SR 12,1
21/04/2022,Outros,SR 1,0
21/04/2022,Outros,SR 2,0
21/04/2022,Outros,SR 3,0
21/04/2022,Outros,SR 4,0
21/04/2022,Outros,SR 5,0
21/04/2022,Outros,SR 6,0
21/04/2022,Outros,SR 7,0
21/04/2022,Outros,SR 8,0
21/04/2022,Outros,SR 9,0
21/04/2022,Outros,SR 10,0
21/04/2022,Outros,SR 11,0
21/04/2022,Outros,SR 12,0
21/04/2022,Outros,SR 1,0
21/04/2022,Outros,SR 2,0
21/04/2022,Outros,SR 3,0
21/04/2022,Outros,SR 4,0
21/04/2022,Outros,SR 5,0
21/04/2022,Outros,SR 6,0
21/04/2022,Outros,SR 7,0
21/04/2022,Outros,SR 8,0
21/04/2022,Outros,SR 9,0
21/04/2022,Outros,SR 10,0
21/04/2022,Outros,SR 11,0
21/04/2022,Outros,SR 12,0
21/04/2022,Outros,SR 1,0
21/04/2022,Outros,SR 2,0
21/04/2022,Outros,SR 3,0
21/04/2022,Outros,SR 4,1
21/04/2022,Outros,SR 5,0
21/04/2022,Outros,SR 6,0
21/04/2022,Outros,SR 7,0
21/04/2022,Outros,SR 8,0
21/04/2022,Outros,SR 9,0
21/04/2022,Outros,SR 10,0
21/04/2022,Outros,SR 11,0
21/04/2022,Outros,SR 12,0
21/04/2022,Outros,SR 1,0
21/04/2022,Outros,SR 2,0
21/04/2022,Outros,SR 3,0
21/04/2022,Outros,SR 4,0
21/04/2022,Outros,SR 5,0
21/04/2022,Outros,SR 6,0
21/04/2022,Outros,SR 7,0
21/04/2022,Outros,SR 8,0
21/04/2022,Outros,SR 9,0
21/04/2022,Outros,SR 10,0
